name;datetime;tempmax;tempmin;temp;dew;humidity;precip;windspeed;winddir;sealevelpressure;cloudcover;solarradiation;solarenergy;uvindex;stations
Dong Thap;14/10/2016;32;26;28.1;25.7;87.5;0.8;13;207.9;1006.1;75.1;170.4;14.6;7;48907099999,VVCT,48912599999,remote
Dong Thap;15/10/2016;32;25;28.2;26;88.7;4;14.4;236.5;1006.7;78.9;168.7;14.3;7;48907099999,VVCT,48912599999,remote
Dong Thap;16/10/2016;29.1;25.8;27.4;26;92.4;0.2;18.4;254.8;1007;92;103.4;8.8;5;48907099999,VVCT,48912599999,remote
Dong Thap;17/10/2016;29;25;26.7;25.2;91.7;107;28.8;243;1006.3;91.1;89.7;7.9;5;48907099999,VVCT,48912599999,remote
Dong Thap;18/10/2016;29;25.2;26.9;25.6;92.8;5;18.4;236.2;1006.5;88.3;73.3;6.2;3;48907099999,VVCT,48912599999,remote
Dong Thap;19/10/2016;30;25.4;27.2;25;88.5;3;25.2;235.1;1006.5;89.2;135.6;11.7;8;48907099999,VVCT,48912599999,remote
Dong Thap;20/10/2016;28.7;24;25.9;24.5;92.2;16;21.6;254.1;1006.7;91.4;108.4;9.4;4;48907099999,VVCT,48912599999,remote
Dong Thap;21/10/2016;31;26;27.7;24.8;84.7;16.4;24.5;250;1007.6;81.5;146.8;12.7;7;48907099999,VVCT,48912599999,remote
Dong Thap;22/10/2016;31;24.7;27.6;25.1;86.9;12.1;21.6;267.2;1008.7;77;155.6;13.4;8;48907099999,VVCT,48912599999,remote
Dong Thap;23/10/2016;31;25;27.2;24.3;85;14;36;264.6;1007.9;81.5;146.7;12.7;6;48907099999,VVCT,48912599999,remote
Dong Thap;24/10/2016;30;24.9;26.8;24.8;89.4;10.5;10.8;267.6;1007.8;89.7;79.1;7;3;48907099999,VVCT,48912599999,remote
Dong Thap;25/10/2016;29.2;24;26;24.6;92.8;21.4;9.4;58.2;1008.2;92.3;131;11.3;6;48907099999,VVCT,48912599999,remote
Dong Thap;26/10/2016;29.1;24.6;27;24.9;88.9;7;22.3;109;1009.5;88;124.6;10.6;5;48907099999,VVCT,48912599999,remote
Dong Thap;27/10/2016;31;25;27.2;24.8;87.5;9.7;14.9;93.3;1011.2;75.4;180.6;15.5;8;48907099999,VVCT,48912599999,remote
Dong Thap;28/10/2016;32;24.5;27.4;24.4;85;47.1;14.8;55.1;1010.3;87.4;165.3;14.2;7;48907099999,VVCT,48912599999,remote
Dong Thap;29/10/2016;30;24.5;26.1;24.2;89.8;2.3;13;81.2;1009.8;90.1;129.5;11.4;6;48907099999,VVCT,48912599999,remote
Dong Thap;30/10/2016;31;24.9;26.8;23.5;82.9;3;20.5;81.3;1010.3;74.2;74.9;6.4;4;48907099999,VVCT,48912599999,remote
Dong Thap;31/10/2016;30;24.9;26.8;24.3;86.8;7.3;18.4;77.2;1010.8;80.7;121.4;10.5;4;48907099999,VVCT,48912599999,remote
Dong Thap;01/11/2016;31;24.6;26.8;24.4;87.4;7;20.5;348.1;1010.2;73.7;172.3;14.8;7;48907099999,VVCT,48912599999,remote
Dong Thap;02/11/2016;30;24.6;26.9;24.3;86.2;5.1;7.6;10.4;1009.7;81;170.5;14.7;7;48907099999,VVCT,48912599999,remote
Dong Thap;03/11/2016;30;25.3;27.1;24.6;87.1;1.1;14.4;5;1009.4;75.5;156.8;13.3;8;48907099999,VVCT,48912599999,remote
Dong Thap;04/11/2016;28.1;25;26.6;23.6;83.9;0.4;11.2;357.4;1008.5;90.9;150.4;13;6;48907099999,VVCT,48912599999,remote
Dong Thap;05/11/2016;28;24.4;26.1;23.7;86.9;0.4;14.4;330.8;1007.7;93.7;72.7;6.2;4;48907099999,VVCT,48912599999,remote
Dong Thap;06/11/2016;29;24.4;26.1;24;88.6;17.3;14.8;259.9;1008.9;91.8;41.2;3.4;2;48907099999,VVCT,48912599999,remote
Dong Thap;07/11/2016;32;25;27.5;24.7;85.7;4.2;11.2;190.1;1010.3;64.5;165.4;14.4;7;48907099999,VVCT,48912599999,remote
Dong Thap;08/11/2016;32;25;28.5;24.9;81.7;0.1;16.6;107.2;1011.3;59.7;177;15.3;7;48907099999,VVCT,48912599999,remote
Dong Thap;09/11/2016;32.9;25;28.9;25;80.6;33;16.6;105.6;1011.6;70.6;206.7;17.7;8;48907099999,VVCT,48912599999,remote
Dong Thap;10/11/2016;32;25.2;28.4;24.4;80;18.8;14.8;39.4;1011.8;58.4;199.5;17.2;7;48907099999,VVCT,48912599999,remote
Dong Thap;11/11/2016;33;25;28.7;23.9;76.3;0.4;16.9;86.1;1011.1;62.4;210.3;18.2;7;48907099999,VVCT,48912599999,remote
Dong Thap;12/11/2016;33;26;29;23.6;73.8;0.8;22.3;77.9;1011.2;55.1;211;18.1;7;48907099999,VVCT,48912599999,remote
Dong Thap;13/11/2016;33;25.6;28.8;24.2;77.6;17;20.5;71.5;1010.6;41.7;218;18.8;8;48907099999,VVCT,48912599999,remote
Dong Thap;14/11/2016;34;26;29.2;23.9;75;3.7;16.6;81.5;1009.7;44.7;216.9;18.6;8;48907099999,VVCT,48912599999,remote
Dong Thap;15/11/2016;32;24.7;28.3;24.8;82;44.2;9.4;41;1009.8;47.1;209.4;18;8;48907099999,VVCT,48912599999,remote
Dong Thap;16/11/2016;33;25;28;24.3;81.6;16.8;13.8;353.8;1010;65.2;214.7;18.5;7;48907099999,VVCT,48912599999,remote
Dong Thap;17/11/2016;33;25;28.2;24.6;81.3;2.9;11.2;342.8;1008.9;77.5;189;16.3;7;48907099999,VVCT,48912599999,remote
Dong Thap;18/11/2016;31.7;26;27.3;24.9;87.1;1.5;24.1;96.9;1008;66.5;170.6;14.7;7;48907099999,VVCT,48912599999,remote
Dong Thap;19/11/2016;33;25;28.5;24.5;80.2;31.4;14.7;88.1;1007.7;52.3;194.4;16.9;7;48907099999,VVCT,48912599999,remote
Dong Thap;20/11/2016;31;25;27;25;89.5;11;11.2;94.7;1007.8;77;146.9;12.7;6;48907099999,VVCT,48912599999,remote
Dong Thap;21/11/2016;32;25;27.6;24.8;85.8;0.2;14.8;99.1;1007.6;75.9;106.8;9;6;48907099999,VVCT,48912599999,remote
Dong Thap;22/11/2016;32;25.6;27.4;25.3;88.7;56.3;11.2;126.8;1008.2;75.6;145.5;12.6;6;48907099999,VVCT,48912599999,remote
Dong Thap;23/11/2016;32;25.1;28.5;24.8;81.4;1.3;13;96.5;1008.8;52.2;185.3;16;7;48907099999,VVCT,48912599999,remote
Dong Thap;24/11/2016;32;25.7;28.5;24.6;80.8;0.8;18.4;79.6;1008.9;59.9;210.2;18.1;8;48907099999,VVCT,48912599999,remote
Dong Thap;25/11/2016;33;25;28.9;24.4;78;0.4;11.6;87.2;1008;42.1;203.5;17.5;7;48907099999,VVCT,48912599999,remote
Dong Thap;26/11/2016;32;25;28.6;24.6;80.1;0.6;14.8;102.8;1008.2;42.4;206.7;17.7;8;48907099999,VVCT,48912599999,remote
Dong Thap;27/11/2016;33;25;29.1;24.2;76.1;1.7;11.8;116.6;1008.9;50.5;191.5;16.5;8;48907099999,VVCT,48912599999,remote
Dong Thap;28/11/2016;31;26;28.3;24.5;81;0.1;11.2;357.2;1009.9;73.9;217.2;18.7;8;48907099999,VVCT,48912599999,remote
Dong Thap;29/11/2016;32;25;28.6;23.1;72.8;0.9;14.3;9.6;1010.8;43.5;218.8;18.9;8;48907099999,VVCT,48912599999,remote
Dong Thap;30/11/2016;31;24.9;26.9;24.1;85;9.7;14.4;11.6;1011.4;74;142.5;12.2;5;48907099999,VVCT,48912599999,remote
Dong Thap;01/12/2016;30;24.2;26.7;24.1;86.1;40;20.5;21.7;1011.1;84.3;188.8;16.3;8;48907099999,VVCT,48912599999,remote
Dong Thap;02/12/2016;28.1;24.8;26.5;23.5;83.8;3.4;14.8;19.5;1011.1;74.3;98.5;8.5;4;48907099999,VVCT,48912599999,remote
Dong Thap;03/12/2016;31;24.9;27.6;23.6;79.7;0.1;25.6;61.8;1010.8;80;189.4;16.2;7;48907099999,VVCT,48912599999,remote
Dong Thap;04/12/2016;32;24.8;27.7;24;81.3;1.9;22.3;72.6;1010.3;82.4;180.5;15.4;7;48907099999,VVCT,48912599999,remote
Dong Thap;05/12/2016;31;24;27.5;24;82.4;1.7;20.5;74.9;1009.9;62.7;167.5;14.5;7;48907099999,VVCT,48912599999,remote
Dong Thap;06/12/2016;32;24.9;27.4;24.1;83.3;1.9;13;45.3;1010.1;72.7;152;13.1;7;48907099999,VVCT,48912599999,remote
Dong Thap;07/12/2016;30;24;26.6;23.8;85.1;11.1;28.1;29.8;1009.4;68.9;150;12.9;6;48907099999,VVCT,48912599999,remote
Dong Thap;08/12/2016;31;24.8;27.2;24;83.5;10;13;4.3;1008.2;87.7;58.8;5;3;48907099999,VVCT,48912599999,remote
Dong Thap;09/12/2016;30.8;25;27.2;23.2;79.2;0.3;11.9;359.1;1007.7;58.1;216.4;18.6;8;48907099999,VVCT,48912599999,remote
Dong Thap;10/12/2016;30;25;26.7;23;80.4;1.7;11.2;359.4;1008.1;87.3;126;10.8;5;48907099999,VVCT,48912599999,remote
Dong Thap;11/12/2016;28;25;26.1;23.1;83.9;10.9;11.2;314.4;1007.8;89;61;5.2;3;VVCT,48912599999,remote
Dong Thap;12/12/2016;27;23;24.8;24.2;96.2;34;11.9;298.4;1008.3;92.9;43.9;3.9;2;48907099999,VVCT,48912599999,remote
Dong Thap;13/12/2016;28;23;25.4;23.2;87.6;4.3;13;311.8;1008.2;91.9;39.2;3.3;1;48907099999,VVCT,48912599999,remote
Dong Thap;14/12/2016;26;23.9;25;24.5;97.1;0.1;10.8;319.3;1008.4;90.2;132.8;11.4;5;48907099999,VVCT,48912599999,remote
Dong Thap;15/12/2016;29;25;26.4;25.3;93.6;13;11.2;123.7;1009.2;82.6;126.1;10.9;6;48907099999,VVCT,48912599999,remote
Dong Thap;16/12/2016;30;24;26.2;24.7;92.1;12.5;18.4;59.6;1011.2;72.6;143.1;12.3;6;48907099999,VVCT,48912599999,remote
Dong Thap;17/12/2016;30;24;26.7;23.2;81.8;0;14.4;355.5;1011.2;59.5;195;16.7;8;48907099999,VVCT,48912599999,remote
Dong Thap;18/12/2016;28.2;24;25.9;23;84.2;0.1;14;358.3;1011.4;90.5;126;11;6;48907099999,VVCT,48912599999,remote
Dong Thap;19/12/2016;30;24;26.8;24.1;85.8;0.8;9.4;15.2;1010.4;78.5;172.6;14.9;7;48907099999,VVCT,48912599999,remote
Dong Thap;20/12/2016;31;24;26.5;25;91.6;2;16.6;41.8;1009.7;85.3;150.7;12.9;7;48907099999,VVCT,48912599999,remote
Dong Thap;21/12/2016;32;25;27.6;24.8;85.7;2;18.4;68.7;1010.1;75.6;141.3;12.1;6;48907099999,VVCT,48912599999,remote
Dong Thap;22/12/2016;31.1;24;27.5;24.1;82.5;0.9;11.2;78.4;1009.7;68.5;209.2;18.2;7;48907099999,VVCT,48912599999,remote
Dong Thap;23/12/2016;31;25;27.7;24.8;84.7;4.4;11.2;69.6;1009.4;65.5;188.7;16.3;7;48907099999,VVCT,48912599999,remote
Dong Thap;24/12/2016;32;24;27.9;24.2;81.4;0;14.8;69.5;1009.5;63.9;222.7;19.3;8;48907099999,VVCT,48912599999,remote
Dong Thap;25/12/2016;31;24;27.2;24.5;85.9;0.8;9.4;26.1;1010.4;75.3;163.6;14;6;48907099999,VVCT,48912599999,remote
Dong Thap;26/12/2016;31;24;27.1;24.8;87.5;2;7.5;353.9;1009.7;84.4;201.1;17.3;8;48907099999,VVCT,48912599999,remote
Dong Thap;27/12/2016;30;24;27;23.8;83.7;0;10.7;44.9;1009.7;69.1;196.1;17.1;8;48907099999,VVCT,48912599999,remote
Dong Thap;28/12/2016;29;23;25.6;20.6;74.6;0;12.2;9.6;1011.2;78.9;188.6;16.4;7;48907099999,VVCT,48912599999,remote
Dong Thap;29/12/2016;28.1;23;25.7;20.2;71.9;0;18.4;6.6;1011.3;89.2;147.6;12.9;6;48907099999,VVCT,48912599999,remote
Dong Thap;30/12/2016;29;23;26.2;21.3;74.8;0.2;17.6;358.6;1011.3;76.9;174.1;15;7;48907099999,VVCT,48912599999,remote
Dong Thap;31/12/2016;29;24;25.5;23.3;88;0.1;19.3;28.5;1011.3;81.8;172.4;14.8;6;48907099999,VVCT,48912599999,remote
Dong Thap;01/01/2017;32;23;27;23.5;81.9;0.2;14.7;46.3;1010.5;43.3;213.4;18.4;8;48907099999,VVCT,48912599999,remote
Dong Thap;02/01/2017;31.8;24;27.4;23.7;81;0.5;16.6;51.3;1010.1;55;201.6;17.4;8;48907099999,VVCT,48912599999,remote
Dong Thap;03/01/2017;32;24;27.7;23.9;80.7;0;11.2;70.9;1010.1;62.3;217.8;18.8;8;48907099999,VVCT,48912599999,remote
Dong Thap;04/01/2017;30;24.8;27.4;23.8;81.4;0.9;14.8;65.2;1009.4;67.8;181.9;15.8;8;48907099999,VVCT,48912599999,remote
Dong Thap;05/01/2017;32;25;27.8;23.6;78.9;0.2;24.1;88.6;1008.7;54.2;196.1;16.8;7;48907099999,VVCT,48912599999,remote
Dong Thap;06/01/2017;30.1;24;27.3;23.2;79;0.1;27.7;84.8;1007.9;53.9;208.5;17.9;8;48907099999,VVCT,48912599999,remote
Dong Thap;07/01/2017;31;25;27.3;23.8;81.7;3.7;29.5;86.8;1007.4;46.2;188.7;16.3;7;48907099999,VVCT,48912599999,remote
Dong Thap;08/01/2017;31;25;27.5;23.3;78.7;0.5;27.7;106.5;1007.6;46.5;214;18.4;8;VVCT,48912599999,remote
Dong Thap;09/01/2017;32;24.3;27.3;22.6;76.4;0;20.5;103.9;1008.2;59;233.2;19.9;8;48907099999,VVCT,48912599999,remote
Dong Thap;10/01/2017;32;24;27.4;23.1;78.3;0.5;19.7;112.7;1008.9;53.3;208.5;18;7;48907099999,VVCT,48912599999,remote
Dong Thap;11/01/2017;32;24;27.3;23.3;80;1.8;14.8;126.2;1009.2;56;186;16.1;6;48907099999,VVCT,48912599999,remote
Dong Thap;12/01/2017;31;24;27.4;24;82.5;78;14.4;250.9;1008.2;58.9;196.8;16.9;7;48907099999,VVCT,48912599999,remote
Dong Thap;13/01/2017;32;24;28.2;24.6;81.7;0.1;14.4;262.1;1007.8;46;210.6;18.2;7;48907099999,VVCT,48912599999,remote
Dong Thap;14/01/2017;31;25;27.3;25.6;90.9;1;18;338.2;1008.2;71.4;167.4;14.5;6;48907099999,VVCT,48912599999,remote
Dong Thap;15/01/2017;28;24;25.5;24.4;94.2;5.3;10.8;52.6;1010;68.6;105.1;9.2;5;48907099999,VVCT,48912599999,remote
Dong Thap;16/01/2017;29;24.2;26.1;24.2;90;0.2;26;65.7;1009.9;73.5;91.5;7.8;4;48907099999,VVCT,48912599999,remote
Dong Thap;17/01/2017;31;24;26.5;23.3;84;0.6;24.1;78.2;1010.9;60.1;186.3;16;7;48907099999,VVCT,48912599999,remote
Dong Thap;18/01/2017;32;24;27.7;23.1;77.4;0.7;20.5;69.7;1012.4;59.6;186.5;16.1;7;48907099999,VVCT,48912599999,remote
Dong Thap;19/01/2017;30;24.5;27.3;23.5;80.7;0.1;18.4;70.1;1012;79.1;147.3;12.9;6;48907099999,VVCT,48912599999,remote
Dong Thap;20/01/2017;30.8;24.1;27;24.7;87.4;21;11.2;68.2;1011.6;68;179;15.4;7;48907099999,VVCT,48912599999,remote
Dong Thap;21/01/2017;31;24;26.9;23.5;82.7;16;13;95;1013.3;79.3;108.2;9.2;5;48907099999,VVCT,48912599999,remote
Dong Thap;22/01/2017;29;24.1;26.5;23.1;81.7;1.5;11.2;66.7;1013.8;70.5;122;10.7;4;48907099999,VVCT,48912599999,remote
Dong Thap;23/01/2017;30;23.8;26.7;22.4;77.6;0;11.6;20.3;1013.3;53.8;221.7;19.1;8;48907099999,VVCT,48912599999,remote
Dong Thap;24/01/2017;31;24;27;22.2;75.5;0.7;10.8;38.7;1013.3;62.4;186;16.1;9;48907099999,VVCT,48912599999,remote
Dong Thap;25/01/2017;31.7;24;26.9;24.1;85.5;15.4;11.2;50.2;1013.8;79.5;202.4;17.6;8;48907099999,VVCT,48912599999,remote
Dong Thap;26/01/2017;31;24;26.5;24.2;87.9;6;10.8;57.9;1013;71.4;196.4;17.1;7;48907099999,VVCT,48912599999,remote
Dong Thap;27/01/2017;31;23;26.4;21.3;75;0;11.2;54.2;1012.6;47.4;238.7;20.6;8;48907099999,VVCT,48912599999,remote
Dong Thap;28/01/2017;29;21.8;25.3;20.8;77.6;0;9.5;342.2;1012;48.7;248.2;21.6;9;48907099999,VVCT,48912599999,remote
Dong Thap;29/01/2017;30;22;26;20.9;75;0;9.5;32.3;1011.9;33.6;246.9;21.5;9;48907099999,VVCT,48912599999,remote
Dong Thap;30/01/2017;31;24;27;22.3;76.6;0;11.2;93.2;1011.1;58;241.7;21;8;48907099999,VVCT,48912599999,remote
Dong Thap;31/01/2017;30;23;26.5;22.8;81.5;0.3;10.7;270.5;1010.9;52.4;195.2;16.7;7;48907099999,VVCT,48912599999,remote
Dong Thap;01/02/2017;31;23.1;27.2;23.2;79.7;0.2;9.4;16.1;1011;57.7;203.4;17.8;7;48907099999,VVCT,48912599999,remote
Dong Thap;02/02/2017;30;23;25.5;24.1;92.3;27.3;11.2;196.2;1012;82.9;150.3;13;7;48907099999,VVCT,48912599999,remote
Dong Thap;03/02/2017;29;23;25.8;24.1;90.7;1.1;11.2;12.1;1011.4;74.1;122.5;10.6;5;48907099999,VVCT,48912599999,remote
Dong Thap;04/02/2017;32;23.9;27.2;24;83.8;0.8;9.4;132.7;1010.1;80.7;221.1;19;9;48907099999,VVCT,48912599999,remote
Dong Thap;05/02/2017;31.8;24;27;24.3;85.9;1.3;14.8;200.3;1009.5;50.6;227.6;19.7;8;48907099999,VVCT,48912599999,remote
Dong Thap;06/02/2017;32;24;27.1;23.1;80;0.2;11.2;191.3;1009.5;50.7;238.5;20.7;9;48907099999,VVCT,48912599999,remote
Dong Thap;07/02/2017;32;23;27;22.9;79.7;3;14.4;197;1010.1;66.1;217.1;18.9;9;48907099999,VVCT,48912599999,remote
Dong Thap;08/02/2017;33;23;27.2;23;79.6;0;14.4;250.8;1010.1;61.5;243.5;20.9;8;48907099999,VVCT,48912599999,remote
Dong Thap;09/02/2017;33;24;27.8;23.6;78.9;0.5;14.4;131.1;1010.1;60.9;239.8;20.7;8;48907099999,VVCT,48912599999,remote
Dong Thap;10/02/2017;32;24;27.4;23.3;79.5;0.1;14.8;131;1011.1;75.3;201.9;17.6;7;48907099999,VVCT,48912599999,remote
Dong Thap;11/02/2017;31;23;26.5;21.9;77;0.1;11.2;60.1;1013.2;51.5;258.5;22.2;9;48907099999,VVCT,48912599999,remote
Dong Thap;12/02/2017;31;22;25.7;19.5;69.5;0;13;31;1014.7;48.9;277.9;24;10;48907099999,VVCT,48912599999,remote
Dong Thap;13/02/2017;31;22;25.7;19.9;71.7;0;11.2;35.2;1015.6;42;276.7;23.9;10;48907099999,VVCT,48912599999,remote
Dong Thap;14/02/2017;30;22;26.1;21.3;75.8;0;11.5;46.6;1016.2;46.1;267.6;23.3;9;48907099999,VVCT,48912599999,remote
Dong Thap;15/02/2017;30;23;26.5;21;73.2;0;13.3;58.6;1015.2;48.5;259.6;22.4;10;48907099999,VVCT,48912599999,remote
Dong Thap;16/02/2017;32;23;26.5;20;69.5;0;12.2;83.2;1014;58.7;270.6;23.2;9;48907099999,VVCT,48912599999,remote
Dong Thap;17/02/2017;31;22;26.5;21.6;75.7;0.1;13;102;1013.5;60.8;245;21.2;9;48907099999,VVCT,48912599999,remote
Dong Thap;18/02/2017;32;23;27.3;22;74.1;0.1;14.8;89.2;1013.4;53.9;234.2;20.2;9;48907099999,VVCT,48912599999,remote
Dong Thap;19/02/2017;31;22;26.8;23.1;80.7;0.1;14.8;148;1011.8;59.5;215.5;18.6;8;48907099999,VVCT,48912599999,remote
Dong Thap;20/02/2017;31;24;27.1;23;78.7;0;12.7;119.5;1010.2;58.2;183.4;15.7;6;48907099999,VVCT,48912599999,remote
Dong Thap;21/02/2017;32;24;27.7;23.9;80.9;0.1;15.8;113.3;1011.1;60.2;201.8;17.4;8;48907099999,VVCT,48912599999,remote
Dong Thap;22/02/2017;32;24.8;28.1;24.1;80.2;0.6;18;115.2;1011;70.5;230.1;19.9;8;48907099999,VVCT,48912599999,remote
Dong Thap;23/02/2017;31;25;27.6;23.6;79.4;2.2;13;115.1;1011.7;76.3;208.2;18;9;48907099999,VVCT,48912599999,remote
Dong Thap;24/02/2017;31;24;27.4;23.4;80;0;20.5;109.8;1012.7;63.8;220.7;19;9;48907099999,VVCT,48912599999,remote
Dong Thap;25/02/2017;32;23;27.5;23.8;81.5;8.3;14.7;106.1;1010.9;66.8;215;18.6;8;48907099999,VVCT,48912599999,remote
Dong Thap;26/02/2017;29;24;25.9;24.5;92.1;15.1;11.8;73.4;1010.4;66.4;181.8;15.8;7;48907099999,VVCT,48912599999,remote
Dong Thap;27/02/2017;33;24;27.6;24.1;82.5;1;14.8;75.4;1010.9;58.2;250;21.5;9;48907099999,VVCT,48912599999,remote
Dong Thap;28/02/2017;33;24;28.3;23.3;76.1;0;20.5;87.5;1010.5;45.3;280.1;24.1;10;48907099999,VVCT,48912599999,remote
Dong Thap;01/03/2017;33;24.9;27.7;23.2;77.5;0.1;16.6;85.9;1010.5;54.7;247.5;21.3;9;48907099999,VVCT,48912599999,remote
Dong Thap;02/03/2017;32;24.6;27.3;22.6;76.5;0;12.6;97.7;1010.4;69.5;250.6;21.5;9;48907099999,VVCT,48912599999,remote
Dong Thap;03/03/2017;30;23;26.6;20.8;71.3;0;16.6;111.9;1009.5;59;250.8;21.8;9;48907099999,VVCT,48912599999,remote
Dong Thap;04/03/2017;31.8;23;27;21.2;71.9;0;20.5;114.4;1009.2;37.4;271.3;23.5;10;48907099999,VVCT,48912599999,remote
Dong Thap;05/03/2017;31;23;27;22.8;79;0;11.2;148;1009.7;66.6;231.6;20;8;48907099999,VVCT,48912599999,remote
Dong Thap;06/03/2017;32;23;27.3;23.1;79.4;0.1;11.2;137;1009.2;51.5;246.9;21.3;8;48907099999,VVCT,48912599999,remote
Dong Thap;07/03/2017;31;24;27.1;21.6;73.9;0;16.9;120.5;1010.1;53.8;258.9;22.2;9;48907099999,VVCT,48912599999,remote
Dong Thap;08/03/2017;32;22;26.9;21.4;73.8;0;16.6;118;1010.3;45.5;265.4;23;10;48907099999,VVCT,48912599999,remote
Dong Thap;09/03/2017;32;23;27.1;22;75.2;0;22.3;115.6;1010.1;62.5;250.1;21.5;9;48907099999,VVCT,48912599999,remote
Dong Thap;10/03/2017;32;23;27.4;22.4;76;0;14.8;122.6;1009.9;54.8;284.6;24.6;10;48907099999,VVCT,48912599999,remote
Dong Thap;11/03/2017;32;23;27.3;22.8;77.7;0;14.4;144.5;1010.5;50;248.7;21.4;10;48907099999,VVCT,48912599999,remote
Dong Thap;12/03/2017;31;23;27.4;23;77.9;0.1;11.2;187.1;1011;56.8;269.9;23.3;10;48907099999,VVCT,48912599999,remote
Dong Thap;13/03/2017;32;24;28.3;23.4;75.7;0;14.4;201.8;1010.4;65.2;266.2;23;9;48907099999,VVCT,48912599999,remote
Dong Thap;14/03/2017;33.7;25;29;24.4;77.4;0;21.6;200;1010.2;57.9;197.4;17;8;48907099999,VVCT,48912599999,remote
Dong Thap;15/03/2017;34;24;28.5;23.8;77.1;0.2;14.8;141.2;1010.1;53;258;22.3;9;48907099999,VVCT,48912599999,remote
Dong Thap;16/03/2017;33;24;28.6;23.6;76.1;1.2;11.2;114.1;1009.1;53.3;219.2;19.1;8;48907099999,VVCT,48912599999,remote
Dong Thap;17/03/2017;33;25.7;28.7;24.7;79.6;0.1;16.6;115.5;1010;66.3;194.4;16.7;8;48907099999,VVCT,48912599999,remote
Dong Thap;18/03/2017;33;25;28.7;23.8;76.3;0.1;19.3;106.1;1011.4;72.6;239.2;20.8;9;48907099999,VVCT,48912599999,remote
Dong Thap;19/03/2017;32;24;27.2;24.2;84.1;0.1;14.8;95.1;1011.8;65;211.5;18.2;9;48907099999,VVCT,48912599999,remote
Dong Thap;20/03/2017;33;25;28.6;24.3;78.8;0.4;14.8;108.6;1011.1;59.9;228.5;19.8;8;48907099999,VVCT,48912599999,remote
Dong Thap;21/03/2017;33;24;28.7;24.4;78.8;0.9;14.8;116.6;1010.7;70.3;224.4;19.4;8;48907099999,VVCT,48912599999,remote
Dong Thap;22/03/2017;34;25.3;29;23.8;74.9;56.1;13;134.4;1009.8;71.7;227;19.7;8;48907099999,VVCT,48912599999,remote
Dong Thap;23/03/2017;33;25;28.7;22.9;72.5;0.1;14.4;119.4;1009.8;65.1;278.2;23.9;9;48907099999,VVCT,48912599999,remote
Dong Thap;24/03/2017;34;25;29;23.3;73.1;0.1;18.4;106.2;1010.7;69.2;261.5;22.5;10;48907099999,VVCT,48912599999,remote
Dong Thap;25/03/2017;33;25.7;29.1;24.2;76.4;7.3;22.3;97.1;1010.9;67.6;206.9;17.8;8;VVCT,48912599999,remote
Dong Thap;26/03/2017;33;25.8;29;22.2;69.3;0;20.5;104;1011.3;58;262.4;22.5;9;48907099999,VVCT,48912599999,remote
Dong Thap;27/03/2017;32.1;25;28.6;22.3;69.6;0;27.7;92.5;1012.6;56.8;223.8;19.4;8;48907099999,VVCT,48912599999,remote
Dong Thap;28/03/2017;33.9;26;29.1;22.8;69.9;0;20.5;86.4;1011.8;55.9;254.2;22.1;9;48907099999,VVCT,48912599999,remote
Dong Thap;29/03/2017;32.1;25;28.6;23.3;74;1;24.1;95.6;1012.3;51.3;224.7;19.4;8;48907099999,VVCT,48912599999,remote
Dong Thap;30/03/2017;33;24;28.2;23.5;76.3;4.6;25.9;90.4;1012.6;61.9;193.3;16.8;7;48907099999,VVCT,48912599999,remote
Dong Thap;31/03/2017;32;25.5;27.8;24.1;80.9;0.5;13;107.8;1011.9;70.8;217.9;18.8;9;48907099999,VVCT,48912599999,remote
Dong Thap;01/04/2017;34;23;27.6;24.2;83.3;1.1;25.9;71;1011.1;74.6;189.9;16.4;8;48907099999,VVCT,48912599999,remote
Dong Thap;02/04/2017;30;24;25.7;23.8;90;50.2;19.3;38.3;1011.4;73.4;160.8;13.9;7;48907099999,VVCT,48912599999,remote
Dong Thap;03/04/2017;31;24.6;26.7;23.8;84.5;0.1;18.4;77.6;1011.8;71.6;182;15.7;8;48907099999,VVCT,48912599999,remote
Dong Thap;04/04/2017;32;24.9;28.3;23.4;76.5;0.6;24.1;78.6;1011.1;55;197.6;17;7;48907099999,VVCT,48912599999,remote
Dong Thap;05/04/2017;32;25.7;28;23.8;79;1;24.1;98.2;1009.7;58.8;149.2;13;6;48907099999,VVCT,48912599999,remote
Dong Thap;06/04/2017;32;24.6;28;23.8;79;0.1;17.9;88.3;1008.9;50.7;194.7;16.8;7;48907099999,VVCT,48912599999,remote
Dong Thap;07/04/2017;33;25;28.6;23.9;77.3;7.4;22.3;101;1009;51.7;234;20.3;8;48907099999,VVCT,48912599999,remote
Dong Thap;08/04/2017;33;25.6;28.9;24.2;77.2;3.9;22.3;99.7;1009.3;50.4;242.7;20.8;9;VVCT,48912599999,remote
Dong Thap;09/04/2017;33;24.8;29.2;24.5;77.1;4.1;18.4;109.8;1008.9;42;236.1;20.6;8;48907099999,VVCT,48912599999,remote
Dong Thap;10/04/2017;34;26;29.5;24.9;77.6;2.1;14.8;134.3;1008.1;57.5;233.2;20.1;8;48907099999,VVCT,48912599999,remote
Dong Thap;11/04/2017;35;25;29.4;25.1;78.9;0;14.4;207.8;1007.8;50.8;246.9;21.3;9;48907099999,VVCT,48912599999,remote
Dong Thap;12/04/2017;35;25;29.8;24.8;76.2;0;11.2;200;1008.4;43.8;273.2;23.6;9;48907099999,VVCT,48912599999,remote
