Date,ben luc,vam kenh,tan an,tra on,hung my,huong my,long thanh,cau ong thin,go quao,khanh thanh tan,son doc,soc trang,tra vinh,lang the,soctrang,dai ngai,bac lieu,my hoa,an thuan,xeo ro,ca mau,chu chi,hoa binh,tuyen nhon,bac trang,rach gia,my thanh,xuan khanh,thanh phu,cau noi,tran de,soc cung,cat lai,long toan,binh dai,vung liem,loc thuan,thoi binh,cau do,an ninh,giong trom,an lac tay,ben trai,ly nhan,dong tam,an dinh,thach phu,phuoc long,tra kha,cau quan,nha be,ninh thoi,my tho,song doc,ganh hao,long phu
2011-12-04,0.6,14.4,0.2,,1.5,1.1,0.1,,0.2,,2.4,1.1,1.6,,0.1,1.4,,0.1,14.1,4.3,10.2,,6.4,0.4,,0.8,14.7,3.9,2.9,4.7,9.7,,,,6.18,,2.9,,,2.4,,0.0,12.8,,,0.7,8.6,22.2,5.3,0.1,4.7,,0.2,33.2,12.7,0.2
2011-12-05,0.9,16.8,0.1,,1.2,1.1,0.1,,0.2,,1.2,1.1,1.2,,0.1,2.0,,0.1,11.3,4.4,9.9,,4.8,0.5,,1.0,14.2,3.7,2.8,4.9,7.1,,,,6.62,,3.1,,,2.1,,0.1,17.2,,,1.1,9.6,23.9,3.9,0.1,4.8,,0.6,33.3,12.6,0.2
2011-12-06,1.3,14.3,0.1,,1.1,1.1,0.1,,0.3,,3.8,1.0,2.1,,0.1,4.9,,0.1,10.4,4.3,9.9,,8.3,0.5,,0.8,15.1,3.6,2.8,4.5,4.4,,,,14.6,,2.3,,,0.5,,0.0,21.7,,,1.3,10.5,26.9,1.8,0.2,4.9,,0.7,33.0,12.6,0.4
2011-12-07,1.6,13.0,0.1,,1.1,1.0,0.1,,0.2,,5.0,1.0,4.6,,0.2,7.9,,0.1,8.7,4.3,9.9,,10.1,0.5,,0.4,16.4,3.8,2.8,3.8,3.2,,,,9.45,,3.2,,,0.4,,0.0,19.0,,,1.2,10.8,27.5,1.2,0.1,5.6,,0.7,33.1,12.4,1.1
2011-12-08,1.2,11.9,0.1,,1.1,0.8,0.1,,0.2,,6.0,1.1,4.9,,0.2,4.1,,0.1,7.2,4.3,9.8,,10.8,0.5,,0.2,16.9,4.5,2.9,3.1,3.7,,,,9.6,,3.0,,,0.6,,0.0,16.0,,,2.6,9.9,24.2,0.8,0.0,7.0,,0.5,33.3,12.2,0.6
2011-12-09,1.0,15.0,0.1,,1.2,0.7,0.1,,0.3,,3.0,1.1,3.2,,0.2,2.9,,0.1,6.1,4.1,9.6,,9.3,0.4,,0.2,18.5,4.6,2.9,3.5,4.3,,,,6.8,,2.7,,,1.2,,0.0,11.3,,,2.1,8.5,22.7,3.7,0.0,5.7,,0.3,32.74,12.1,0.2
2011-12-10,0.8,17.3,0.1,,0.5,0.7,0.1,,0.3,,2.2,1.2,1.5,,0.1,1.8,,0.1,19.1,3.5,9.3,,7.5,0.4,,0.3,16.7,3.9,2.8,8.0,3.5,,,,2.22,,2.2,,,1.0,,0.0,15.1,,,0.8,7.3,19.3,5.2,0.0,4.6,,0.7,32.5,11.8,0.1
2011-12-11,1.3,14.6,0.1,,0.6,0.8,0.1,,0.2,,1.8,1.2,1.1,,0.1,4.1,,0.1,21.7,3.5,9.0,,5.1,0.4,,0.3,14.6,3.5,2.7,8.8,2.2,,,,1.1,,2.5,,,0.9,,0.0,18.1,,,0.5,8.1,16.3,5.3,0.2,4.0,,0.7,32.5,11.6,0.2
2011-12-12,1.6,12.9,0.2,,0.6,1.0,0.1,,0.4,,2.0,1.1,2.0,,0.1,5.9,,0.1,20.7,3.7,9.0,,4.0,0.4,,0.3,16.0,3.4,2.5,9.3,1.4,,,,6.4,,2.7,,,1.0,,0.0,19.6,,,0.2,9.4,22.2,3.0,1.5,3.4,,0.3,32.7,11.6,0.3
2011-12-13,2.0,10.4,0.2,,1.0,1.0,0.1,,0.3,,2.4,1.1,4.1,,0.2,8.1,,0.1,16.7,4.4,8.3,,5.9,0.4,,0.3,18.4,3.4,2.6,8.7,1.1,,,,9.65,,2.9,,,0.6,,0.09,14.4,,,0.2,10.2,25.4,1.7,2.0,3.9,,0.3,33.0,11.4,0.7
2011-12-14,1.8,9.5,0.2,,0.9,1.0,0.1,,0.2,,4.8,1.2,4.6,,0.1,3.7,,0.1,13.9,4.4,8.7,,7.4,0.4,,0.4,18.7,3.3,2.8,7.8,3.4,,,,12.95,,2.6,,,0.5,,0.0,11.0,,,1.2,10.6,26.1,3.2,1.0,4.6,,0.2,33.2,11.4,1.2
2011-12-15,1.3,12.2,0.2,,0.7,0.9,0.1,,0.3,,4.6,1.2,3.9,,0.1,1.9,,0.1,12.6,4.5,8.5,,8.6,0.5,,0.4,18.2,3.8,2.9,6.9,5.9,,,,9.9,,2.4,,,0.9,,0.0,8.1,,,1.7,10.3,24.3,6.2,0.2,5.7,,0.1,32.9,11.5,0.9
2011-12-16,1.0,14.4,0.2,,0.8,1.0,0.1,,0.2,,2.1,1.1,1.9,,0.1,1.4,,0.1,17.7,4.3,8.6,,6.6,0.5,,0.6,17.9,4.3,3.0,5.9,7.6,,,,6.52,,2.0,,,0.5,,0.0,9.4,,,1.6,9.6,21.4,6.2,0.1,5.2,,0.1,33.0,11.6,0.2
2011-12-17,0.7,16.8,0.2,,0.8,1.1,0.1,,0.2,,2.0,1.1,1.3,,0.1,1.9,,0.1,22.9,4.3,8.4,,5.0,0.5,,0.8,17.2,3.9,2.8,7.8,6.8,,,,5.68,,2.7,,,0.6,,0.0,16.3,,,1.4,9.1,22.4,4.4,0.1,4.8,,0.5,33.3,11.6,0.3
2011-12-18,1.2,14.3,0.2,,1.0,1.1,0.1,,0.2,,2.4,1.1,3.2,,0.1,4.6,,0.1,21.3,4.1,8.1,,3.9,0.5,,0.6,12.5,3.9,2.8,9.1,5.2,,,,10.35,,3.0,,,0.4,,0.0,17.7,,,1.4,9.9,27.4,2.2,0.2,5.1,,1.0,33.2,11.3,0.6
2011-12-19,1.8,13.0,0.1,,1.1,0.9,0.1,,0.3,,3.6,1.1,4.3,,0.2,7.8,,0.1,16.4,4.3,8.1,,7.5,0.5,,0.6,11.8,4.3,2.7,8.7,3.0,,,,17.12,,3.3,,,0.4,,0.0,16.2,,,1.2,10.2,26.4,1.9,0.3,5.5,,0.8,33.0,11.2,1.4
2011-12-20,1.5,11.9,0.1,,1.2,0.7,0.1,,0.2,,6.2,1.1,4.7,,0.2,4.6,,0.1,14.2,4.2,8.1,,10.1,0.5,,0.5,13.5,4.4,2.2,8.0,1.3,,,,9.7,,2.9,,,0.5,,0.0,13.5,,,2.4,8.8,23.5,1.1,0.1,6.6,,0.5,33.2,11.2,1.4
2011-12-21,1.2,13.2,0.1,,0.2,0.5,0.1,,0.2,,4.7,1.2,3.2,,0.1,2.9,,0.1,11.2,4.2,8.3,,8.6,0.4,,0.3,15.1,4.2,2.3,7.4,2.8,,,,7.12,,2.6,,,0.4,,0.0,9.9,,,1.3,7.1,20.8,2.2,0.0,4.0,,0.5,33.3,12.0,0.2
2011-12-22,0.9,15.0,0.1,,0.1,0.6,0.1,,0.2,,2.7,1.2,1.5,,0.1,1.8,,0.1,16.5,3.5,8.1,,6.2,0.4,,0.2,16.6,3.6,2.1,7.0,3.4,,,,2.52,,2.1,,,1.0,,0.0,11.4,,,0.9,6.2,21.2,2.6,0.0,3.2,,1.1,32.8,12.3,0.1
2011-12-23,0.7,17.8,0.1,,0.3,0.8,0.1,,0.2,,1.8,1.2,1.1,,0.1,3.2,,0.1,21.8,3.2,8.0,,4.5,0.3,,0.4,16.2,3.2,2.1,7.6,2.9,,,,7.8,,2.4,,,0.9,,0.0,15.6,,,0.6,7.1,18.4,4.8,0.1,2.4,,1.7,32.7,8.6,0.1
2011-12-24,1.3,13.0,0.1,,0.3,1.0,0.1,,0.4,,2.4,1.1,2.1,,0.1,4.6,,0.1,22.7,3.7,8.1,,3.4,0.3,,0.6,14.6,2.8,2.0,8.5,2.0,,,,4.55,,2.8,,,0.6,,0.0,17.0,,,0.4,8.3,16.1,4.6,1.1,1.6,,2.1,32.9,9.1,0.2
2011-12-25,1.8,11.1,0.0,,0.4,1.0,0.1,,0.2,,4.0,1.0,4.2,,0.1,6.4,,0.1,19.5,4.4,8.2,,5.1,0.3,,0.7,15.5,2.8,2.0,8.9,0.8,,,,2.2,,2.7,,,0.8,,0.0,15.7,,,0.1,9.5,16.2,2.3,2.5,2.3,,1.5,33.0,10.0,1.0
2011-12-26,1.6,10.2,0.0,,0.4,1.0,0.1,,0.2,,5.8,1.0,4.4,,0.1,3.8,,0.1,15.1,4.5,8.5,,7.3,0.3,,0.8,16.9,3.2,2.1,8.0,1.8,,,,7.15,,2.5,,,0.6,,0.0,10.7,,,0.8,9.9,24.9,1.8,2.0,2.6,,0.4,33.4,11.3,2.6
2011-12-27,1.3,13.4,0.0,,0.4,0.9,0.1,,0.3,,5.6,0.3,4.3,,0.1,1.6,,0.1,13.0,4.4,8.6,,8.2,0.4,,0.5,17.2,4.2,2.2,7.6,5.3,,,,15.3,,2.1,,,0.5,,0.0,8.4,,,1.2,9.2,26.8,4.6,0.5,3.9,,0.2,33.5,12.2,1.6
2011-12-28,1.0,15.2,0.0,,0.4,1.0,0.1,,0.4,,4.1,1.3,3.0,,0.1,1.0,,0.1,16.6,4.3,8.7,,7.7,0.4,,0.5,16.3,3.8,2.3,6.0,7.4,,,,14.65,,1.9,,,0.3,,0.0,8.7,,,1.5,7.3,27.1,4.7,0.1,5.8,,0.2,33.7,12.6,0.5
2011-12-29,0.7,17.0,0.0,,0.4,1.0,0.1,,0.4,,1.3,1.0,1.8,,0.1,1.4,,0.1,21.7,4.3,8.5,,6.4,0.4,,0.7,15.6,3.6,2.2,7.5,6.3,,,,11.55,,2.5,,,0.4,,0.0,13.7,,,0.9,5.9,26.0,3.6,0.1,6.3,,0.9,33.4,12.8,0.4
2011-12-30,1.0,14.5,0.1,,0.4,1.0,0.1,,0.3,,2.0,1.1,2.6,,0.1,4.7,,0.1,23.5,4.3,8.4,,5.6,0.4,,0.4,25.1,3.5,2.1,8.8,4.5,,,,7.65,,3.1,,,0.5,,0.0,15.8,,,1.4,6.9,22.7,3.1,0.1,4.9,,2.4,33.6,12.9,0.7
2011-12-31,1.4,12.9,0.1,,0.63,0.9,0.1,,0.2,,3.8,1.1,4.7,,0.1,6.7,,0.1,17.7,4.2,8.1,,7.0,0.4,,0.4,23.3,3.8,2.1,8.0,2.9,,,,4.8,,3.4,,,0.4,,0.0,15.7,,,0.8,8.1,20.0,2.34,1.0,4.0,,2.3,33.7,12.6,1.1
2012-01-01,1.6,11.6,0.1,,0.6,0.6,0.1,,0.2,,4.5,1.1,5.3,,0.1,5.4,,0.1,15.6,4.2,8.2,,8.6,0.4,,0.4,22.0,3.9,2.2,7.4,1.8,,,,3.45,,3.0,,,0.4,,0.0,11.6,,,1.6,7.8,18.9,1.2,0.5,4.1,,1.9,33.5,12.4,1.8
2012-01-02,1.3,12.8,0.1,,0.6,0.4,0.1,,0.2,,3.4,1.1,3.8,,0.1,2.3,,0.1,12.4,4.3,8.2,,9.5,0.4,,0.3,24.1,3.5,2.2,7.0,2.8,,,,3.45,,2.8,,,0.4,,0.0,10.2,,,1.0,6.6,23.2,1.7,0.1,4.2,,0.9,33.2,12.3,0.7
2012-01-03,1.9,16.2,0.1,,0.5,0.4,0.1,,0.2,,2.3,0.8,2.3,,0.1,0.6,,0.1,9.9,4.3,7.8,,9.1,0.4,,0.2,25.9,3.5,2.2,6.7,2.7,,,,6.05,,2.5,,,0.6,,0.0,8.6,,,0.2,4.2,25.3,2.4,0.1,4.1,,1.2,33.0,12.4,1.0
2012-01-04,1.5,19.0,0.1,,0.5,0.5,0.1,,0.2,,1.7,0.8,1.4,,0.1,0.4,,0.1,16.5,4.2,7.7,,7.4,0.4,,0.2,27.3,3.1,2.2,7.5,4.2,,,,8.22,,2.0,,,0.3,,0.0,11.9,,,0.1,1.7,24.4,5.3,0.1,2.8,,2.1,32.9,11.9,3.3
2012-01-05,1.2,14.4,0.1,,0.1,0.6,0.1,,0.2,,1.4,1.2,4.0,,0.1,0.2,,0.1,21.9,4.4,7.9,,5.5,0.4,,0.4,26.7,2.8,2.0,7.7,5.7,,,,7.28,,2.3,,,0.3,,0.0,15.9,,,0.1,4.3,23.7,6.4,1.5,2.1,,2.7,32.9,11.6,3.7
2012-01-06,0.8,12.0,0.2,,0.2,0.1,0.1,,0.2,,1.2,1.1,4.8,,0.1,0.0,,0.1,19.7,4.5,8.0,,4.2,0.4,,0.8,24.1,3.5,2.0,8.3,4.2,,,,6.75,,2.7,,,0.4,,0.0,15.2,,,0.1,8.3,21.8,5.1,1.9,1.5,,2.6,33.2,11.8,3.5
2012-01-07,0.9,11.8,0.2,,0.2,0.2,0.1,,0.3,,2.8,0.9,4.3,,0.1,0.3,,0.1,16.5,4.6,8.0,,5.1,0.4,,0.9,20.2,3.9,2.3,7.8,2.2,,,,5.08,,2.5,,,0.4,,0.0,11.4,,,0.1,6.4,22.7,4.0,1.5,2.4,,1.5,33.6,12.0,2.4
2012-01-08,1.1,15.5,0.2,,0.2,0.2,0.1,,0.4,,1.1,0.8,3.9,,0.1,0.7,,0.1,13.7,4.4,8.5,,6.8,0.4,,0.7,22.6,4.1,2.4,7.0,1.1,,,,14.08,,3.1,,,0.3,,0.0,7.8,,,0.1,4.1,27.4,1.9,0.2,2.9,,0.5,33.5,12.1,1.4
2012-01-09,1.4,18.2,0.2,,0.3,0.1,0.1,,0.5,,2.5,0.8,2.4,,0.1,0.8,,0.1,14.5,4.4,8.7,,8.0,0.5,,0.6,25.4,3.8,2.6,6.6,3.2,,,,13.48,,2.9,,,0.5,,0.0,8.0,,,0.1,2.7,27.8,3.2,0.1,4.2,,0.3,33.4,12.1,0.4
2012-01-10,1.5,18.9,0.2,,0.3,0.1,0.1,,0.4,,3.8,0.8,2.7,,0.1,0.9,,0.1,19.6,4.3,8.5,,7.4,0.5,,0.6,26.6,3.6,2.5,7.2,5.3,,,,15.9,,2.1,,,0.5,,0.0,11.6,,,0.1,4.2,27.0,4.0,0.1,5.8,,0.8,33.4,12.1,0.3
2012-01-11,1.1,16.2,0.2,,0.4,0.1,0.1,,0.5,,3.0,0.9,4.3,,0.1,1.1,,0.1,21.9,4.3,8.1,,6.3,0.5,,0.5,27.0,3.4,2.4,8.0,4.0,,,,9.9,,1.6,,,0.4,,0.0,15.1,,,0.1,5.4,25.8,2.7,0.1,5.0,,3.0,33.4,12.0,0.7
2012-01-12,1.4,13.8,0.1,,0.4,0.1,0.1,,0.4,,1.4,1.2,5.0,,0.1,1.5,,0.1,17.7,4.2,8.2,,5.8,0.5,,0.4,25.6,4.2,2.2,8.5,2.3,,,,5.42,,1.2,,,0.2,,0.0,14.8,,,0.0,6.3,25.0,2.3,0.1,4.2,,2.6,33.4,11.8,3.3
2012-01-13,1.7,10.9,0.1,,0.3,0.1,0.1,,0.4,,1.2,1.2,4.9,,0.1,1.6,,0.1,14.7,4.3,8.1,,7.7,0.5,,0.4,22.4,4.5,2.3,7.8,1.0,,,,4.12,,2.1,,,0.2,,0.0,10.9,,,0.0,5.2,20.6,1.7,0.5,4.0,,2.3,33.4,11.8,4.1
2012-01-14,1.3,11.4,0.1,,0.3,0.1,0.1,,0.4,,1.1,1.1,3.1,,0.1,1.4,,0.1,11.5,3.2,7.9,,9.0,0.4,,0.4,20.1,4.7,2.6,6.8,0.2,,,,3.7,,2.9,,,0.2,,0.0,8.9,,,0.1,3.4,24.1,2.2,0.1,4.2,,1.5,33.5,12.0,1.6
2012-01-15,1.2,15.6,0.1,,0.2,0.0,0.1,,0.4,,1.4,0.8,1.6,,0.1,1.0,,0.1,9.3,3.2,7.9,,8.1,0.4,,0.2,23.7,5.1,2.5,6.0,1.7,,,,5.7,,3.0,,,0.2,,0.0,7.6,,,0.2,1.5,25.8,2.3,0.1,4.0,,1.0,33.1,12.1,2.1
2012-01-16,1.0,19.1,0.1,,0.2,0.0,0.1,,0.4,,1.5,0.8,1.4,,0.1,0.7,,0.1,15.3,3.1,8.3,,6.2,0.3,,0.2,25.8,4.9,2.3,6.3,4.1,,,,10.7,,2.0,,,0.2,,0.0,10.2,,,0.2,3.1,26.5,3.9,0.0,2.9,,2.1,33.2,12.0,2.4
2012-01-17,0.8,18.3,0.1,,0.1,0.0,0.1,,0.4,,1.4,1.2,3.1,,0.1,0.3,,0.1,20.3,3.3,8.2,,4.4,0.2,,0.5,26.6,4.5,2.2,6.7,6.2,,,,9.38,,1.4,,,0.2,,0.0,13.5,,,0.1,5.7,26.0,6.1,0.1,2.2,,3.3,33.2,11.8,3.8
2012-01-18,0.8,15.2,0.1,,0.1,0.1,0.1,,0.7,,1.3,1.3,5.0,,0.0,0.0,,0.1,20.0,3.3,7.9,,3.5,0.2,,0.6,23.4,4.5,2.0,7.2,4.8,,,,9.02,,1.2,,,0.2,,0.0,13.3,,,0.0,7.5,24.0,5.5,0.9,1.6,,3.2,33.2,11.6,5.1
2012-01-19,0.7,12.9,0.1,,0.2,0.1,0.1,,0.4,,1.2,1.0,5.4,,0.0,0.1,,0.1,16.6,3.4,7.9,,5.0,0.2,,0.7,20.9,4.8,2.3,7.5,3.3,,,,8.55,,2.1,,,0.2,,0.0,10.3,,,0.0,8.4,22.3,2.6,0.8,2.3,,2.3,33.7,11.6,2.6
2012-01-20,1.0,16.8,0.1,,0.2,0.1,0.1,,0.4,,0.9,0.8,4.7,,0.0,0.7,,0.1,13.9,3.3,8.2,,7.1,0.2,,0.7,19.9,5.3,2.4,7.1,1.8,,,,11.05,,4.3,,,0.2,,0.0,6.9,,,0.1,4.6,27.0,2.2,0.1,2.8,,1.1,33.4,11.8,1.8
2012-01-21,1.2,17.7,0.1,,0.2,0.1,0.1,,0.4,,1.5,0.9,3.3,,0.0,1.0,,0.1,13.0,2.4,8.0,,8.6,0.2,,0.8,22.5,4.7,2.5,6.8,2.7,,,,11.78,,6.0,,,0.2,,0.0,6.2,,,0.1,2.5,27.6,3.1,0.1,4.1,,0.5,33.6,11.5,0.8
2012-01-22,1.5,18.2,0.1,,0.2,0.1,0.1,,0.4,,3.6,0.9,3.2,,0.1,1.2,,0.18,17.3,2.1,7.9,,8.2,0.3,,0.9,25.9,4.5,2.6,6.4,4.0,,,,12.22,,4.3,,,0.2,,0.0,8.9,,,0.1,4.5,28.9,3.3,0.0,5.7,,0.8,33.7,11.7,0.3
2012-01-23,1.6,15.9,0.1,,0.2,0.1,0.1,,0.4,,3.8,1.0,4.8,,0.1,1.4,,0.1,21.4,2.4,8.1,,6.0,0.3,,0.1,26.6,4.7,2.5,7.1,4.5,,,,9.32,,2.2,,,0.3,,0.0,13.6,,,0.2,6.3,27.6,3.8,0.0,4.9,,2.6,33.5,12.2,0.9
2012-01-24,1.4,13.2,0.1,,0.3,0.0,0.1,,0.6,,2.5,1.1,5.5,,0.1,1.5,,0.1,19.4,2.9,8.6,,5.1,0.4,,0.1,24.5,4.4,2.4,7.2,3.3,,,,7.12,,1.7,,,0.2,,0.0,12.9,,,0.3,6.3,26.2,3.3,0.0,4.3,,2.5,33.7,11.9,3.1
2012-01-25,1.1,12.6,0.1,,0.3,0.0,0.1,,0.4,,1.6,1.0,5.3,,0.1,1.2,,0.1,15.7,2.9,8.5,,5.7,0.4,,0.1,21.5,4.4,2.3,6.6,2.0,,,,5.32,,1.2,,,0.2,,0.0,9.4,,,0.1,4.5,24.9,2.5,0.3,3.9,,2.3,33.7,11.7,4.3
2012-01-26,1.0,11.7,0.1,,0.4,0.0,0.1,,0.4,,1.2,1.0,3.8,,0.1,1.0,,0.1,13.4,2.9,8.4,,7.4,0.4,,0.2,19.0,4.8,2.5,6.0,0.9,,,,3.3,,3.8,,,0.3,,0.0,5.8,,,0.0,5.6,24.0,2.4,0.3,3.7,,1.7,33.6,11.7,2.9
2012-01-27,1.0,15.6,0.1,,0.2,0.0,0.1,,0.4,,0.9,0.7,1.9,,0.1,0.9,,0.1,7.0,2.9,8.5,,8.2,0.4,,0.2,22.0,4.8,2.7,5.4,0.3,,,,4.82,,6.0,,,0.4,,0.0,5.3,,,0.1,7.5,16.7,1.7,0.1,4.3,,1.4,33.2,11.8,2.4
2012-01-28,0.9,18.4,0.1,,0.1,0.0,0.1,,0.4,,1.0,0.8,1.4,,0.1,0.6,,0.1,5.5,2.8,8.6,,6.6,0.3,,0.3,25.6,4.7,2.5,4.5,1.8,,,,5.95,,4.2,,,0.2,,0.0,6.1,,,0.1,7.6,23.0,2.0,0.0,5.2,,2.2,33.2,11.7,2.1
2012-01-29,0.7,19.4,0.1,,0.1,0.0,0.1,,0.3,,1.5,1.2,2.0,,0.1,0.3,,0.2,5.9,2.8,8.5,,5.3,0.2,,0.3,27.2,4.6,2.3,4.0,5.3,,,,8.1,,1.2,,,0.2,,0.0,11.1,,,0.0,5.7,27.4,4.9,0.0,4.8,,2.9,33.3,11.5,2.4
2012-01-30,0.7,18.5,0.2,,0.1,0.0,0.1,,0.4,,1.1,1.4,4.6,,0.0,0.0,,0.1,8.78,3.2,8.7,,3.9,0.2,,0.5,24.3,4.9,2.1,3.7,6.7,,,,10.75,,1.1,,,0.2,,0.0,11.8,,,0.0,4.1,28.0,4.5,0.0,3.7,,3.0,33.3,11.4,4.2
2012-01-31,0.6,17.9,0.2,,0.1,0.0,0.1,,0.4,,0.9,1.3,5.0,,0.0,0.2,,0.1,12.75,3.2,8.1,,3.0,0.2,,0.5,21.6,5.4,2.1,3.9,4.1,,,,8.48,,2.5,,,0.2,,0.0,10.5,,,0.0,6.7,25.2,3.4,0.1,2.4,,2.7,33.4,11.4,4.4
2012-02-01,0.9,17.3,0.2,,0.1,0.0,0.1,,0.3,,1.6,1.0,5.5,,0.0,0.6,,0.1,15.3,3.3,8.2,,5.1,0.3,,0.8,19.0,5.4,2.4,4.2,1.9,,,,6.2,,5.5,,,0.1,,0.0,7.6,,,0.1,8.8,25.3,1.9,0.1,2.6,,1.5,33.5,11.4,3.0
2012-02-02,1.1,22.3,0.2,,0.1,0.0,0.1,,0.3,,1.9,1.0,4.6,,0.0,0.9,,0.1,16.45,3.3,8.1,,7.8,0.3,,0.8,22.0,5.1,2.4,4.5,2.7,,,,5.42,,7.1,,,0.2,,0.0,4.7,,,0.1,9.4,28.3,1.9,0.0,3.1,,0.7,33.5,11.3,1.9
2012-02-03,1.4,22.6,0.2,,0.1,0.0,0.1,,0.4,,2.2,0.8,5.6,,0.0,1.3,,0.2,12.65,2.7,8.2,,9.3,0.4,,0.7,23.2,4.8,2.6,4.4,3.7,,,,5.8,,4.3,,,0.3,,0.0,7.4,,,0.1,6.4,28.7,3.3,0.0,4.3,,0.8,33.5,11.3,0.9
2012-02-04,1.5,20.0,0.2,,0.1,0.0,0.1,,0.3,,2.7,0.9,5.7,,0.0,1.1,,0.1,11.18,2.5,8.2,,8.2,0.4,,0.4,16.7,4.3,2.5,4.3,4.1,,,,5.12,,1.2,,,0.2,,0.0,10.6,,,0.2,4.8,29.0,3.3,0.0,6.2,,2.4,33.6,11.3,2.3
2012-02-05,1.3,17.8,0.1,,0.2,0.0,0.1,,0.3,,1.2,1.2,5.5,,0.0,0.8,,0.1,10.58,2.6,8.0,,6.5,0.4,,0.2,19.8,4.5,2.4,4.0,3.2,,,,7.85,,1.7,,,0.3,,0.0,11.5,,,0.2,6.7,28.4,3.7,0.0,4.5,,2.9,33.8,11.1,5.7
2012-02-06,1.0,15.0,0.1,,0.2,0.0,0.1,,0.3,,0.7,1.2,4.4,,0.0,0.6,,0.1,10.18,2.6,8.1,,4.6,0.4,,0.2,21.6,4.7,2.7,4.2,2.1,,,,6.3,,2.9,,,0.2,,0.0,9.1,,,0.1,8.6,26.0,3.3,0.0,3.9,,2.8,33.8,10.7,6.6
2012-02-07,0.8,12.6,0.1,,0.3,0.0,0.1,,0.3,,1.2,1.0,4.2,,0.0,0.7,,0.1,10.45,2.7,8.1,,5.3,0.3,,0.1,19.0,5.3,2.7,4.3,1.0,,,,2.0,,4.0,,,0.1,,0.0,6.5,,,0.1,9.4,23.6,3.1,0.1,3.5,,1.7,33.6,10.4,5.7
2012-02-08,1.0,17.3,0.1,,0.3,0.3,0.1,,0.3,,1.3,1.0,2.2,,0.4,0.7,,0.1,9.15,3.2,8.2,,7.0,0.3,,0.1,16.7,4.8,2.7,4.7,0.2,,,,1.6,,5.1,,,0.1,,0.0,5.1,,,0.0,8.6,22.8,2.5,0.0,4.1,,1.1,33.5,10.3,2.0
2012-02-09,0.6,20.4,0.1,,0.2,0.7,0.1,,0.4,,1.1,1.1,2.1,,0.4,2.0,,0.1,6.45,3.6,8.3,,8.5,0.3,,0.3,14.6,4.7,2.7,3.9,1.5,,,,1.42,,3.8,,,0.2,,0.2,7.2,,,0.0,7.1,26.2,3.5,0.0,5.0,,1.0,33.6,10.3,1.9
2012-02-10,0.9,21.9,0.1,,0.1,0.7,0.1,,0.3,,2.8,1.1,1.2,,0.4,3.5,,0.18,5.9,3.6,8.2,,6.6,0.2,,0.3,18.4,4.9,2.5,3.0,4.9,,,,4.58,,2.0,,,0.3,,0.1,8.8,,,0.2,5.7,27.0,4.3,0.0,5.2,,2.2,33.6,10.1,1.8
2012-02-11,1.2,21.8,0.1,,0.1,0.2,0.1,,0.4,,3.2,1.3,2.8,,0.4,2.9,,0.1,7.48,3.4,8.4,,5.0,0.2,,0.4,20.9,5.4,2.1,2.6,7.1,,,,10.58,,1.2,,,0.4,,0.0,11.2,,,0.1,7.1,28.1,7.8,0.1,4.5,,2.6,33.7,10.0,2.4
2012-02-12,1.0,21.6,0.1,,0.1,0.1,0.1,,0.3,,2.5,1.0,4.5,,0.3,1.7,,0.1,11.58,2.9,8.6,,3.9,0.2,,0.6,19.6,5.4,1.8,3.0,4.6,,,,10.75,,1.2,,,0.4,,0.0,10.9,,,0.0,8.8,26.5,4.7,0.1,2.8,,3.0,33.8,10.0,2.6
2012-02-13,0.8,21.4,0.1,,0.1,0.2,0.1,,0.3,,1.8,1.0,5.5,,0.3,0.7,,0.1,15.58,2.5,7.6,,6.1,0.2,,0.6,17.4,4.7,1.9,3.3,2.1,,,,5.98,,1.3,,,0.3,,0.0,8.1,,,0.0,8.8,24.8,3.4,0.0,2.2,,2.0,33.7,10.0,2.6
2012-02-14,0.7,22.0,0.1,,0.1,0.3,0.1,,0.3,,1.2,1.0,4.7,,0.3,0.5,,0.1,17.55,2.3,7.8,,7.7,0.2,,0.5,15.7,4.6,2.4,3.7,3.2,,,,3.92,,2.1,,,0.1,,0.1,5.3,,,0.1,7.2,28.5,3.2,0.0,3.4,,1.1,33.9,10.2,2.4
2012-02-15,0.7,22.5,0.1,,0.1,0.6,0.1,,0.3,,2.1,1.1,4.5,,0.3,1.0,,0.1,13.52,1.5,7.6,,9.0,0.3,,0.3,14.5,4.3,2.6,3.6,4.7,,,,3.85,,3.4,,,0.2,,0.2,6.3,,,0.1,7.2,28.8,5.2,0.0,4.9,,0.8,34.3,10.3,2.7
2012-02-16,1.0,23.3,0.1,,0.1,0.4,0.1,,0.3,,3.9,1.2,4.9,,0.3,2.7,,0.2,11.78,1.5,7.5,,8.2,0.3,,0.2,14.2,4.1,2.4,3.4,6.2,,,,11.35,,4.5,,,0.1,,0.1,8.7,,,0.3,9.3,28.9,5.4,0.0,6.1,,1.9,34.3,10.4,2.8
2012-02-17,1.3,19.6,0.1,,0.1,0.6,0.1,,0.3,,3.4,1.2,5.3,,0.4,3.5,,0.1,9.82,1.4,7.8,,7.5,0.4,,0.1,16.9,4.5,2.1,3.0,4.8,,,,6.38,,3.7,,,0.2,,0.1,12.1,,,0.2,10.2,28.8,5.8,0.0,5.5,,3.4,34.3,10.4,2.0
